"V1","V2"
33.170895,5.7144015
32.876377,5.959261
32.87258,5.9644855
32.876377,5.959261
32.87258,5.9644855
32.87258,5.9644855
33.15889,5.7231403
33.15889,5.7231403
33.161392,5.7315715
33.15889,5.7231403
33.161373,5.7316356
33.161392,5.7315715
33.15889,5.7231403
33.161373,5.7316356
33.162594,5.7326215
33.15889,5.7231403
33.15889,5.7231403
33.161373,5.7316356
33.15889,5.7231403
33.161392,5.7315715
33.161373,5.7316356
33.161392,5.7315715
33.15889,5.7231403
33.162594,5.7326215
33.161373,5.7316356
33.161392,5.7315715
33.15889,5.7231403
33.161373,5.7316356
33.170895,5.7144015
33.170895,5.7144015
33.170895,5.7144015
33.170895,5.7144015
33.170895,5.7144015
33.370937,5.7007595
33.370937,5.7007595
33.370937,5.7007595
33.161396,5.7316106
33.373055,5.7018562
33.161396,5.7316106
33.161396,5.7316106
