Kitgum;3.9519408561575946; 32.3602294921875
Gulu;2.7793199; 32.284828
Kapchorwa;1.4; 34.45
Mbale;1.0805556; 34.175
Bushenyi; -0.5386111; 30.185
Oyam; 2.2776281; 32.4467238
Amuru;  2.9667878; 32.0837445
Nwoya;  2.635; 32
Kasese;  0.1833333; 30.0833333
Masindi;1.68156; 31.70957
Mukono; 0.3533333; 32.7552778
Luwero Nakaseke;  0.8330556; 32.4994444
Pader; 1.0922742; 32.0837445
Agago; 2.925082; 33.3486147
