"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
113403,236,"UGA","Uganda",5,"Bundibugyo",15,"Ntoroko",90,"Karugutu","","","Sub-county","Sub-county"
113404,236,"UGA","Uganda",5,"Bundibugyo",15,"Ntoroko",91,"Rwebisengo","","","Sub-county","Sub-county"
113405,236,"UGA","Uganda",6,"Bushenyi",16,"Buhweju",92,"Bihanga","","","Sub-county","Sub-county"
113406,236,"UGA","Uganda",6,"Bushenyi",16,"Buhweju",93,"Burere","","","Sub-county","Sub-county"
113407,236,"UGA","Uganda",6,"Bushenyi",16,"Buhweju",94,"Karungu","","","Sub-county","Sub-county"
113408,236,"UGA","Uganda",6,"Bushenyi",16,"Buhweju",95,"Rwengwe","","","Sub-county","Sub-county"
113409,236,"UGA","Uganda",6,"Bushenyi",17,"Bunyaruguru",96,"Burere","","","Sub-county","Sub-county"
113410,236,"UGA","Uganda",6,"Bushenyi",17,"Bunyaruguru",97,"Katerera","","","Sub-county","Sub-county"
113411,236,"UGA","Uganda",6,"Bushenyi",17,"Bunyaruguru",98,"Katunguru","","","Sub-county","Sub-county"
113412,236,"UGA","Uganda",6,"Bushenyi",17,"Bunyaruguru",99,"Kichwamba","","","Sub-county","Sub-county"
113413,236,"UGA","Uganda",6,"Bushenyi",17,"Bunyaruguru",100,"Ryeru","","","Sub-county","Sub-county"
113414,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",101,"Bumbaire","","","Sub-county","Sub-county"
113415,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",102,"Bushenyi-Ishaka Tc","","","Sub-county","Sub-county"
113416,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",103,"Kakanju","","","Sub-county","Sub-county"
113417,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",104,"Kyabugimbi","","","Sub-county","Sub-county"
113418,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",105,"Kyamuhunga","","","Sub-county","Sub-county"
113419,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",106,"Kyeizoba","","","Sub-county","Sub-county"
113420,236,"UGA","Uganda",6,"Bushenyi",18,"Igara",107,"Nyabubare","","","Sub-county","Sub-county"
113421,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",108,"Bitereko","","","Sub-county","Sub-county"
113422,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",109,"Kabira","","","Sub-county","Sub-county"
113423,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",110,"Kanyabwanga","","","Sub-county","Sub-county"
113424,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",111,"Kashenshero","","","Sub-county","Sub-county"
113425,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",112,"Kiyanga","","","Sub-county","Sub-county"
113426,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",113,"Mitooma","","","Sub-county","Sub-county"
113427,236,"UGA","Uganda",6,"Bushenyi",19,"Ruhinda",114,"Mutara","","","Sub-county","Sub-county"
113428,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",115,"Bugongi","","","Sub-county","Sub-county"
113429,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",116,"Kabwohe-Itender","","","Sub-county","Sub-county"
113430,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",117,"Kagango","","","Sub-county","Sub-county"
113431,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",118,"Kigarama","","","Sub-county","Sub-county"
113432,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",119,"Kitagata","","","Sub-county","Sub-county"
113433,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",120,"Kyangyenyi","","","Sub-county","Sub-county"
113434,236,"UGA","Uganda",6,"Bushenyi",20,"Sheema",121,"Shuuku","","","Sub-county","Sub-county"
113435,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",122,"Buhehe","","","Sub-county","Sub-county"
113436,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",123,"Bulumbi","","","Sub-county","Sub-county"
113437,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",124,"Busia Tc","","","Sub-county","Sub-county"
113438,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",125,"Busitema","","","Sub-county","Sub-county"
113439,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",126,"Buteba","","","Sub-county","Sub-county"
113440,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",127,"Dabani","","","Sub-county","Sub-county"
113441,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",128,"Lumino","","","Sub-county","Sub-county"
113442,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",129,"Lunyo","","","Sub-county","Sub-county"
113443,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",130,"Masaba","","","Sub-county","Sub-county"
113444,236,"UGA","Uganda",7,"Busia",21,"Samia-Bugwe",131,"Masafu","","","Sub-county","Sub-county"
113445,236,"UGA","Uganda",8,"Gulu",22,"Aswa",132,"Awach","","","Sub-county","Sub-county"
113446,236,"UGA","Uganda",8,"Gulu",22,"Aswa",133,"Bungatira","","","Sub-county","Sub-county"
113447,236,"UGA","Uganda",8,"Gulu",22,"Aswa",134,"Paicho","","","Sub-county","Sub-county"
113448,236,"UGA","Uganda",8,"Gulu",22,"Aswa",135,"Palaro","","","Sub-county","Sub-county"
113449,236,"UGA","Uganda",8,"Gulu",22,"Aswa",136,"Patiko","","","Sub-county","Sub-county"
113450,236,"UGA","Uganda",8,"Gulu",23,"Gulu",137,"Bar-Dege","","","Sub-county","Sub-county"
113451,236,"UGA","Uganda",8,"Gulu",23,"Gulu",138,"Laroo","","","Sub-county","Sub-county"
113452,236,"UGA","Uganda",8,"Gulu",23,"Gulu",139,"Layibi","","","Sub-county","Sub-county"
113453,236,"UGA","Uganda",8,"Gulu",23,"Gulu",140,"Pece","","","Sub-county","Sub-county"
113454,236,"UGA","Uganda",8,"Gulu",24,"Kilak",141,"Amuru","","","Sub-county","Sub-county"
113455,236,"UGA","Uganda",8,"Gulu",24,"Kilak",142,"Atiak","","","Sub-county","Sub-county"
113456,236,"UGA","Uganda",8,"Gulu",24,"Kilak",143,"Lamogi","","","Sub-county","Sub-county"
113457,236,"UGA","Uganda",8,"Gulu",24,"Kilak",144,"Pabbo","","","Sub-county","Sub-county"
113458,236,"UGA","Uganda",8,"Gulu",25,"Nwoya",145,"Alero","","","Sub-county","Sub-county"
113459,236,"UGA","Uganda",8,"Gulu",25,"Nwoya",146,"Anaka","","","Sub-county","Sub-county"
113460,236,"UGA","Uganda",8,"Gulu",25,"Nwoya",147,"Koch Goma","","","Sub-county","Sub-county"
113461,236,"UGA","Uganda",8,"Gulu",25,"Nwoya",148,"Purongo","","","Sub-county","Sub-county"
113462,236,"UGA","Uganda",8,"Gulu",26,"Omoro",149,"Bobi","","","Sub-county","Sub-county"
113463,236,"UGA","Uganda",8,"Gulu",26,"Omoro",150,"Koro","","","Sub-county","Sub-county"
113464,236,"UGA","Uganda",8,"Gulu",26,"Omoro",151,"Lakwana","","","Sub-county","Sub-county"
113465,236,"UGA","Uganda",8,"Gulu",26,"Omoro",152,"Lalogi","","","Sub-county","Sub-county"
113466,236,"UGA","Uganda",8,"Gulu",26,"Omoro",153,"Odek","","","Sub-county","Sub-county"
113467,236,"UGA","Uganda",8,"Gulu",26,"Omoro",154,"Ongako","","","Sub-county","Sub-county"
113468,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",155,"Buhanika","","","Sub-county","Sub-county"
113469,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",156,"Buseruka","","","Sub-county","Sub-county"
113470,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",157,"Busiisi","","","Sub-county","Sub-county"
113471,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",158,"Hoima Tc","","","Sub-county","Sub-county"
113472,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",159,"Kigorobya Tc","","","Sub-county","Sub-county"
113473,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",160,"Kigorobya","","","Sub-county","Sub-county"
113474,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",161,"Kitoba","","","Sub-county","Sub-county"
113475,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",162,"Kyabigambire","","","Sub-county","Sub-county"
113476,236,"UGA","Uganda",9,"Hoima",27,"Bugahya",163,"Kyangwali","","","Sub-county","Sub-county"
113477,236,"UGA","Uganda",9,"Hoima",28,"Buhaguzi",164,"Bugambe","","","Sub-county","Sub-county"
113478,236,"UGA","Uganda",9,"Hoima",28,"Buhaguzi",165,"Buhimba","","","Sub-county","Sub-county"
113479,236,"UGA","Uganda",9,"Hoima",28,"Buhaguzi",166,"Kabwoya","","","Sub-county","Sub-county"
113480,236,"UGA","Uganda",9,"Hoima",28,"Buhaguzi",167,"Kiziranfumbi","","","Sub-county","Sub-county"
113481,236,"UGA","Uganda",9,"Hoima",28,"Buhaguzi",168,"Kyangwali","","","Sub-county","Sub-county"
113482,236,"UGA","Uganda",10,"Iganga",29,"Bugweri",169,"Buyanga","","","Sub-county","Sub-county"
113483,236,"UGA","Uganda",10,"Iganga",29,"Bugweri",170,"Ibulanku","","","Sub-county","Sub-county"
113484,236,"UGA","Uganda",10,"Iganga",29,"Bugweri",171,"Makuutu","","","Sub-county","Sub-county"
113485,236,"UGA","Uganda",10,"Iganga",29,"Bugweri",172,"Namalemba","","","Sub-county","Sub-county"
113486,236,"UGA","Uganda",10,"Iganga",30,"Busiki",173,"Bulange","","","Sub-county","Sub-county"
113487,236,"UGA","Uganda",10,"Iganga",30,"Busiki",174,"Ivukula","","","Sub-county","Sub-county"
113488,236,"UGA","Uganda",10,"Iganga",30,"Busiki",175,"Kibaale","","","Sub-county","Sub-county"
113489,236,"UGA","Uganda",10,"Iganga",30,"Busiki",176,"Magada","","","Sub-county","Sub-county"
113490,236,"UGA","Uganda",10,"Iganga",30,"Busiki",177,"Namutumba","","","Sub-county","Sub-county"
113491,236,"UGA","Uganda",10,"Iganga",30,"Busiki",178,"Nsinze","","","Sub-county","Sub-county"
113492,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",179,"Bulamagi","","","Sub-county","Sub-county"
113493,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",180,"Iganga Tc","","","Sub-county","Sub-county"
113494,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",181,"Nabitende","","","Sub-county","Sub-county"
113495,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",182,"Nakalama","","","Sub-county","Sub-county"
113496,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",183,"Nakigo","","","Sub-county","Sub-county"
113497,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",184,"Nambale","","","Sub-county","Sub-county"
113498,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",185,"Namungalwe","","","Sub-county","Sub-county"
113499,236,"UGA","Uganda",10,"Iganga",31,"Kigulu",186,"Nawandala","","","Sub-county","Sub-county"
113500,236,"UGA","Uganda",10,"Iganga",32,"Luuka",187,"Bukanga","","","Sub-county","Sub-county"
113501,236,"UGA","Uganda",10,"Iganga",32,"Luuka",188,"Bukooma","","","Sub-county","Sub-county"
113502,236,"UGA","Uganda",10,"Iganga",32,"Luuka",189,"Bulongo","","","Sub-county","Sub-county"
113503,236,"UGA","Uganda",10,"Iganga",32,"Luuka",190,"Ikumbya","","","Sub-county","Sub-county"
113504,236,"UGA","Uganda",10,"Iganga",32,"Luuka",191,"Irongo","","","Sub-county","Sub-county"
113505,236,"UGA","Uganda",10,"Iganga",32,"Luuka",192,"Nawampiti","","","Sub-county","Sub-county"
113506,236,"UGA","Uganda",10,"Iganga",32,"Luuka",193,"Waibuga","","","Sub-county","Sub-county"
113507,236,"UGA","Uganda",11,"Jinja",33,"Butembe",194,"Busedde","","","Sub-county","Sub-county"
113508,236,"UGA","Uganda",11,"Jinja",33,"Butembe",195,"Kakira","","","Sub-county","Sub-county"
113509,236,"UGA","Uganda",11,"Jinja",33,"Butembe",196,"Mafubira","","","Sub-county","Sub-county"
113510,236,"UGA","Uganda",11,"Jinja",34,"Jinja",197,"Central Division","","","Sub-county","Sub-county"
113511,236,"UGA","Uganda",11,"Jinja",34,"Jinja",198,"Masese/Walukuba","","","Sub-county","Sub-county"
113512,236,"UGA","Uganda",11,"Jinja",34,"Jinja",199,"Mpumudde/Kimaka","","","Sub-county","Sub-county"
113513,236,"UGA","Uganda",11,"Jinja",35,"Kagoma",200,"Budondo","","","Sub-county","Sub-county"
113514,236,"UGA","Uganda",11,"Jinja",35,"Kagoma",201,"Butagaya","","","Sub-county","Sub-county"
113515,236,"UGA","Uganda",11,"Jinja",35,"Kagoma",202,"Buwenge Tc","","","Sub-county","Sub-county"
113516,236,"UGA","Uganda",11,"Jinja",35,"Kagoma",203,"Buwenge","","","Sub-county","Sub-county"
113517,236,"UGA","Uganda",11,"Jinja",35,"Kagoma",204,"Buyengo","","","Sub-county","Sub-county"
113518,236,"UGA","Uganda",12,"Kabale",36,"Kabale",205,"Kabale Central","","","Sub-county","Sub-county"
113519,236,"UGA","Uganda",12,"Kabale",36,"Kabale",206,"Kabale Northern","","","Sub-county","Sub-county"
113520,236,"UGA","Uganda",12,"Kabale",36,"Kabale",207,"Kabale Southern","","","Sub-county","Sub-county"
113521,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",208,"Buhara","","","Sub-county","Sub-county"
113522,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",209,"Kaharo","","","Sub-county","Sub-county"
113523,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",210,"Kamuganguzi","","","Sub-county","Sub-county"
113524,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",211,"Kitumba","","","Sub-county","Sub-county"
113525,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",212,"Kyanamira","","","Sub-county","Sub-county"
113526,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",213,"Maziba","","","Sub-county","Sub-county"
113527,236,"UGA","Uganda",12,"Kabale",37,"Ndorwa",214,"Rubaya","","","Sub-county","Sub-county"
113528,236,"UGA","Uganda",12,"Kabale",38,"Rubanda",215,"Bubaare","","Bubare","Sub-county","Sub-county"
113529,236,"UGA","Uganda",12,"Kabale",38,"Rubanda",216,"Bufundi","","","Sub-county","Sub-county"
113530,236,"UGA","Uganda",12,"Kabale",38,"Rubanda",217,"Hamurwa","","","Sub-county","Sub-county"
113531,236,"UGA","Uganda",12,"Kabale",38,"Rubanda",218,"Ikumba","","","Sub-county","Sub-county"
113532,236,"UGA","Uganda",12,"Kabale",38,"Rubanda",219,"Muko","","","Sub-county","Sub-county"
113533,236,"UGA","Uganda",12,"Kabale",39,"Rukiga",220,"Bukinda","","","Sub-county","Sub-county"
113534,236,"UGA","Uganda",12,"Kabale",39,"Rukiga",221,"Kamwezi","","","Sub-county","Sub-county"
113535,236,"UGA","Uganda",12,"Kabale",39,"Rukiga",222,"Kashambya","","","Sub-county","Sub-county"
113536,236,"UGA","Uganda",12,"Kabale",39,"Rukiga",223,"Rwamucucu","","","Sub-county","Sub-county"
113537,236,"UGA","Uganda",13,"Kabarole",40,"Bunyangabu",224,"Buhesi","","Buheesi","Sub-county","Sub-county"
113538,236,"UGA","Uganda",13,"Kabarole",40,"Bunyangabu",225,"Kibiito","","","Sub-county","Sub-county"
113539,236,"UGA","Uganda",13,"Kabarole",40,"Bunyangabu",226,"Kisomoro","","","Sub-county","Sub-county"
113540,236,"UGA","Uganda",13,"Kabarole",40,"Bunyangabu",227,"Rwiimi","","","Sub-county","Sub-county"
113541,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",228,"Bukuku","","","Sub-county","Sub-county"
113542,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",229,"Busoro","","","Sub-county","Sub-county"
113543,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",230,"Hakibaale","","","Sub-county","Sub-county"
113544,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",231,"Karambi","","","Sub-county","Sub-county"
113545,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",232,"Kichwamba","","Kicwamba","Sub-county","Sub-county"
113546,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",233,"Mugusu","","","Sub-county","Sub-county"
113547,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",234,"Ruteete","","","Sub-county","Sub-county"
113548,236,"UGA","Uganda",13,"Kabarole",41,"Burahya",235,"Rwiimi","","","Sub-county","Sub-county"
113549,236,"UGA","Uganda",13,"Kabarole",42,"Fort Portal",236,"Eastern","","","Sub-county","Sub-county"
113550,236,"UGA","Uganda",13,"Kabarole",42,"Fort Portal",237,"Southern","","","Sub-county","Sub-county"
113551,236,"UGA","Uganda",13,"Kabarole",42,"Fort Portal",238,"Western","","","Sub-county","Sub-county"
113552,236,"UGA","Uganda",14,"Kaberamaido",43,"Kaberamaido",239,"Alwa","","","Sub-county","Sub-county"
113553,236,"UGA","Uganda",14,"Kaberamaido",43,"Kaberamaido",240,"Kaberamaido Tc","","","Sub-county","Sub-county"
113554,236,"UGA","Uganda",14,"Kaberamaido",43,"Kaberamaido",241,"Kaberamaido","","","Sub-county","Sub-county"
113555,236,"UGA","Uganda",14,"Kaberamaido",43,"Kaberamaido",242,"Kobulubulu","","","Sub-county","Sub-county"
