"PID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","NL_NAME_3","VARNAME_3","TYPE_3","ENGTYPE_3"
113556,236,"UGA","Uganda",14,"Kaberamaido",43,"Kaberamaido",243,"Ochero","","","Sub-county","Sub-county"
113557,236,"UGA","Uganda",14,"Kaberamaido",44,"Kalaki",244,"Anyara","","","Sub-county","Sub-county"
113558,236,"UGA","Uganda",14,"Kaberamaido",44,"Kalaki",245,"Bululu","","","Sub-county","Sub-county"
113559,236,"UGA","Uganda",14,"Kaberamaido",44,"Kalaki",246,"Kalaki","","","Sub-county","Sub-county"
113560,236,"UGA","Uganda",14,"Kaberamaido",44,"Kalaki",247,"Otuboi","","","Sub-county","Sub-county"
113561,236,"UGA","Uganda",15,"Kalangala",45,"Bujumba",248,"Bujumba","","","Sub-county","Sub-county"
113562,236,"UGA","Uganda",15,"Kalangala",45,"Bujumba",249,"Kalangala Tc","","","Sub-county","Sub-county"
113563,236,"UGA","Uganda",15,"Kalangala",45,"Bujumba",250,"Mugoye","","","Sub-county","Sub-county"
113564,236,"UGA","Uganda",15,"Kalangala",46,"Kyamuswa",251,"Bubeke","","","Sub-county","Sub-county"
113565,236,"UGA","Uganda",15,"Kalangala",46,"Kyamuswa",252,"Bufumira","","","Sub-county","Sub-county"
113566,236,"UGA","Uganda",15,"Kalangala",46,"Kyamuswa",253,"Kyamuswa","","","Sub-county","Sub-county"
113567,236,"UGA","Uganda",15,"Kalangala",46,"Kyamuswa",254,"Mazinga","","","Sub-county","Sub-county"
113568,236,"UGA","Uganda",16,"Kampala",47,"Kampala",255,"Central Division","","","Sub-county","Sub-county"
113569,236,"UGA","Uganda",16,"Kampala",47,"Kampala",256,"Kawempe Division","","","Sub-county","Sub-county"
113570,236,"UGA","Uganda",16,"Kampala",47,"Kampala",257,"Makindye","","Makindye Division","Sub-county","Sub-county"
113571,236,"UGA","Uganda",16,"Kampala",47,"Kampala",258,"Nakawa Division","","","Sub-county","Sub-county"
113572,236,"UGA","Uganda",16,"Kampala",47,"Kampala",259,"Rubaga Division","","","Sub-county","Sub-county"
113573,236,"UGA","Uganda",17,"Kamuli",48,"Budiope",260,"Bugaya","","","Sub-county","Sub-county"
113574,236,"UGA","Uganda",17,"Kamuli",48,"Budiope",261,"Buyende","","","Sub-county","Sub-county"
113575,236,"UGA","Uganda",17,"Kamuli",48,"Budiope",262,"Kagulu","","","Sub-county","Sub-county"
113576,236,"UGA","Uganda",17,"Kamuli",48,"Budiope",263,"Kidera","","","Sub-county","Sub-county"
113577,236,"UGA","Uganda",17,"Kamuli",48,"Budiope",264,"Nkondo","","","Sub-county","Sub-county"
113578,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",265,"Balawoli","","","Sub-county","Sub-county"
113579,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",266,"Bulopa","","","Sub-county","Sub-county"
113580,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",267,"Butansi","","","Sub-county","Sub-county"
113581,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",268,"Kamuli Tc","","","Sub-county","Sub-county"
113582,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",269,"Kitayunjwa","","","Sub-county","Sub-county"
113583,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",270,"Nabwigulu","","","Sub-county","Sub-county"
113584,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",271,"Namasagali","","","Sub-county","Sub-county"
113585,236,"UGA","Uganda",17,"Kamuli",49,"Bugabula",272,"Namwendwa","","","Sub-county","Sub-county"
113586,236,"UGA","Uganda",17,"Kamuli",50,"Bulamogi",273,"Bumanya","","","Sub-county","Sub-county"
113587,236,"UGA","Uganda",17,"Kamuli",50,"Bulamogi",274,"Gadumire","","","Sub-county","Sub-county"
113588,236,"UGA","Uganda",17,"Kamuli",50,"Bulamogi",275,"Namugongo","","","Sub-county","Sub-county"
113589,236,"UGA","Uganda",17,"Kamuli",50,"Bulamogi",276,"Namwiwa","","","Sub-county","Sub-county"
113590,236,"UGA","Uganda",17,"Kamuli",50,"Bulamogi",277,"Nawaikoke","","","Sub-county","Sub-county"
113591,236,"UGA","Uganda",17,"Kamuli",51,"Buzaaya",278,"Bugulumbya","","","Sub-county","Sub-county"
113592,236,"UGA","Uganda",17,"Kamuli",51,"Buzaaya",279,"Kisozi","","","Sub-county","Sub-county"
113593,236,"UGA","Uganda",17,"Kamuli",51,"Buzaaya",280,"Mbulamuti","","","Sub-county","Sub-county"
113594,236,"UGA","Uganda",17,"Kamuli",51,"Buzaaya",281,"Nawanyago","","","Sub-county","Sub-county"
113595,236,"UGA","Uganda",17,"Kamuli",51,"Buzaaya",282,"Wankole","","","Sub-county","Sub-county"
113596,236,"UGA","Uganda",18,"Kamwenge",52,"Kibale",283,"Bwiizi","","","Sub-county","Sub-county"
113597,236,"UGA","Uganda",18,"Kamwenge",52,"Kibale",284,"Kahunge","","","Sub-county","Sub-county"
113598,236,"UGA","Uganda",18,"Kamwenge",52,"Kibale",285,"Kamwenge Tc","","","Sub-county","Sub-county"
113599,236,"UGA","Uganda",18,"Kamwenge",52,"Kibale",286,"Kamwenge","","","Sub-county","Sub-county"
113600,236,"UGA","Uganda",18,"Kamwenge",52,"Kibale",287,"Nkoma","","","Sub-county","Sub-county"
113601,236,"UGA","Uganda",18,"Kamwenge",53,"Kitagwenda",288,"Kacheche","","","Sub-county","Sub-county"
113602,236,"UGA","Uganda",18,"Kamwenge",53,"Kitagwenda",289,"Mahyoro","","","Sub-county","Sub-county"
113603,236,"UGA","Uganda",18,"Kamwenge",53,"Kitagwenda",290,"Ntara","","","Sub-county","Sub-county"
113604,236,"UGA","Uganda",18,"Kamwenge",53,"Kitagwenda",291,"Nyabbani","","","Sub-county","Sub-county"
113605,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",292,"Kambuga","","","Sub-county","Sub-county"
113606,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",293,"Kanungu Tc","","","Sub-county","Sub-county"
113607,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",294,"Kanyantorogo","","","Sub-county","Sub-county"
113608,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",295,"Kayonza","","","Sub-county","Sub-county"
113609,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",296,"Kihiihi","","","Sub-county","Sub-county"
113610,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",297,"Kirima","","","Sub-county","Sub-county"
113611,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",298,"Mpungu","","","Sub-county","Sub-county"
113612,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",299,"Nyamirama","","","Sub-county","Sub-county"
113613,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",300,"Rugyeyo","","","Sub-county","Sub-county"
113614,236,"UGA","Uganda",19,"Kanungu",54,"Kinkiizi",301,"Rutenga","","","Sub-county","Sub-county"
113615,236,"UGA","Uganda",20,"Kapchorwa",55,"Kongasis",302,"Bukwa","","","Sub-county","Sub-county"
113616,236,"UGA","Uganda",20,"Kapchorwa",55,"Kongasis",303,"Chesower","","","Sub-county","Sub-county"
113617,236,"UGA","Uganda",20,"Kapchorwa",55,"Kongasis",304,"Kabei","","","Sub-county","Sub-county"
113618,236,"UGA","Uganda",20,"Kapchorwa",55,"Kongasis",305,"Suam","","","Sub-county","Sub-county"
113619,236,"UGA","Uganda",20,"Kapchorwa",56,"Kween",306,"Benet","","","Sub-county","Sub-county"
113620,236,"UGA","Uganda",20,"Kapchorwa",56,"Kween",307,"Binyiny","","","Sub-county","Sub-county"
113621,236,"UGA","Uganda",20,"Kapchorwa",56,"Kween",308,"Kaproron","","","Sub-county","Sub-county"
113622,236,"UGA","Uganda",20,"Kapchorwa",56,"Kween",309,"Kwanyiny","","","Sub-county","Sub-county"
113623,236,"UGA","Uganda",20,"Kapchorwa",56,"Kween",310,"Ngenge","","","Sub-county","Sub-county"
113624,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",311,"Chema","","","Sub-county","Sub-county"
113625,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",312,"Kapchorwa Tc","","","Sub-county","Sub-county"
113626,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",313,"Kaptanya","","","Sub-county","Sub-county"
113627,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",314,"Kaserem","","","Sub-county","Sub-county"
113628,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",315,"Kawowo","","","Sub-county","Sub-county"
113629,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",316,"Sipi","","","Sub-county","Sub-county"
113630,236,"UGA","Uganda",20,"Kapchorwa",57,"Tingey",317,"Tegeres","","","Sub-county","Sub-county"
113631,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",318,"Bwera","","","Sub-county","Sub-county"
113632,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",319,"Ihandiro","","","Sub-county","Sub-county"
113633,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",320,"Karambi","","","Sub-county","Sub-county"
113634,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",321,"Kilembe","","","Sub-county","Sub-county"
113635,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",322,"Kisinga","","","Sub-county","Sub-county"
113636,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",323,"Kitholhu","","","Sub-county","Sub-county"
113637,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",324,"Kyarumba","","","Sub-county","Sub-county"
113638,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",325,"Kyondo","","","Sub-county","Sub-county"
113639,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",326,"Mahango","","","Sub-county","Sub-county"
113640,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",327,"Munkunyu","","","Sub-county","Sub-county"
113641,236,"UGA","Uganda",21,"Kasese",58,"Bukonjo",328,"Nyakiyumbu","","","Sub-county","Sub-county"
113642,236,"UGA","Uganda",21,"Kasese",59,"Busongora",329,"Bugoye","","","Sub-county","Sub-county"
113643,236,"UGA","Uganda",21,"Kasese",59,"Busongora",330,"Karusandara","","","Sub-county","Sub-county"
113644,236,"UGA","Uganda",21,"Kasese",59,"Busongora",331,"Kasese Tc","","","Sub-county","Sub-county"
113645,236,"UGA","Uganda",21,"Kasese",59,"Busongora",332,"Katwe Kabatoro","","","Sub-county","Sub-county"
113646,236,"UGA","Uganda",21,"Kasese",59,"Busongora",333,"Kilembe","","","Sub-county","Sub-county"
113647,236,"UGA","Uganda",21,"Kasese",59,"Busongora",334,"Kitswamba","","","Sub-county","Sub-county"
113648,236,"UGA","Uganda",21,"Kasese",59,"Busongora",335,"Kyabarungira","","","Sub-county","Sub-county"
113649,236,"UGA","Uganda",21,"Kasese",59,"Busongora",336,"L.Katwe","","","Sub-county","Sub-county"
113650,236,"UGA","Uganda",21,"Kasese",59,"Busongora",337,"Maliba","","","Sub-county","Sub-county"
113651,236,"UGA","Uganda",21,"Kasese",59,"Busongora",338,"Muhokya","","","Sub-county","Sub-county"
113652,236,"UGA","Uganda",21,"Kasese",59,"Busongora",339,"Rukoki","","","Sub-county","Sub-county"
113653,236,"UGA","Uganda",22,"Katakwi",60,"Amuria",340,"Abarilela","","","Sub-county","Sub-county"
113654,236,"UGA","Uganda",22,"Katakwi",60,"Amuria",341,"Asamuk","","","Sub-county","Sub-county"
113655,236,"UGA","Uganda",22,"Katakwi",60,"Amuria",342,"Kuju","","","Sub-county","Sub-county"
113656,236,"UGA","Uganda",22,"Katakwi",60,"Amuria",343,"Morungatuny","","","Sub-county","Sub-county"
113657,236,"UGA","Uganda",22,"Katakwi",60,"Amuria",344,"Orungo","","","Sub-county","Sub-county"
113658,236,"UGA","Uganda",22,"Katakwi",60,"Amuria",345,"Wera","","","Sub-county","Sub-county"
113659,236,"UGA","Uganda",22,"Katakwi",61,"Kapelebyong",346,"Achowa","","Acowa","Sub-county","Sub-county"
113660,236,"UGA","Uganda",22,"Katakwi",61,"Kapelebyong",347,"Kapelebyong","","","Sub-county","Sub-county"
113661,236,"UGA","Uganda",22,"Katakwi",61,"Kapelebyong",348,"Obalanga","","","Sub-county","Sub-county"
113662,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",349,"Kapujan","","","Sub-county","Sub-county"
113663,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",350,"Katakwi Tc","","","Sub-county","Sub-county"
113664,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",351,"Katakwi","","","Sub-county","Sub-county"
113665,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",352,"Magoro","","","Sub-county","Sub-county"
113666,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",353,"Ngariam","","","Sub-county","Sub-county"
113667,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",354,"Omodoi","","","Sub-county","Sub-county"
113668,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",355,"Ongongoja","","","Sub-county","Sub-county"
113669,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",356,"Toroma","","","Sub-county","Sub-county"
113670,236,"UGA","Uganda",22,"Katakwi",62,"Usuk",357,"Usuk","","","Sub-county","Sub-county"
113671,236,"UGA","Uganda",23,"Kayunga",63,"Bbaale",358,"Bbaale","","","Sub-county","Sub-county"
113672,236,"UGA","Uganda",23,"Kayunga",63,"Bbaale",359,"Galiraya","","Galiraaya","Sub-county","Sub-county"
113673,236,"UGA","Uganda",23,"Kayunga",63,"Bbaale",360,"Kayonza","","","Sub-county","Sub-county"
113674,236,"UGA","Uganda",23,"Kayunga",63,"Bbaale",361,"Wabwoko-Kitimbwa","","","Sub-county","Sub-county"
113675,236,"UGA","Uganda",23,"Kayunga",64,"Ntenjeru",362,"Busana","","","Sub-county","Sub-county"
113676,236,"UGA","Uganda",23,"Kayunga",64,"Ntenjeru",363,"Kangulumira","","","Sub-county","Sub-county"
113677,236,"UGA","Uganda",23,"Kayunga",64,"Ntenjeru",364,"Kayunga Tc","","","Sub-county","Sub-county"
113678,236,"UGA","Uganda",23,"Kayunga",64,"Ntenjeru",365,"Kayunga","","","Sub-county","Sub-county"
113679,236,"UGA","Uganda",23,"Kayunga",64,"Ntenjeru",366,"Nazigo","","","Sub-county","Sub-county"
113680,236,"UGA","Uganda",24,"Kibale",65,"Bugangaizi",367,"Bwanswa","","","Sub-county","Sub-county"
113681,236,"UGA","Uganda",24,"Kibale",65,"Bugangaizi",368,"Kakindo","","","Sub-county","Sub-county"
113682,236,"UGA","Uganda",24,"Kibale",65,"Bugangaizi",369,"Kasambya","","","Sub-county","Sub-county"
113683,236,"UGA","Uganda",24,"Kibale",65,"Bugangaizi",370,"Kisiita","","","Sub-county","Sub-county"
113684,236,"UGA","Uganda",24,"Kibale",65,"Bugangaizi",371,"Nalweyo","","","Sub-county","Sub-county"
113685,236,"UGA","Uganda",24,"Kibale",65,"Bugangaizi",372,"Nkooko","","","Sub-county","Sub-county"
113686,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",373,"Bwamiramira","","","Sub-county","Sub-county"
113687,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",374,"Bwikara","","","Sub-county","Sub-county"
113688,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",375,"Kagadi","","","Sub-county","Sub-county"
113689,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",376,"Kibaale Tc","","","Sub-county","Sub-county"
113690,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",377,"Kiryanga","","","Sub-county","Sub-county"
113691,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",378,"Kyanaisoke","","","Sub-county","Sub-county"
113692,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",379,"Kyebando","","","Sub-county","Sub-county"
113693,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",380,"Mabaale","","","Sub-county","Sub-county"
113694,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",381,"Matale","","","Sub-county","Sub-county"
113695,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",382,"Mpeefu","","","Sub-county","Sub-county"
113696,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",383,"Mugarama","","","Sub-county","Sub-county"
113697,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",384,"Muhoro","","","Sub-county","Sub-county"
113698,236,"UGA","Uganda",24,"Kibale",66,"Buyaga",385,"Rugashari","","","Sub-county","Sub-county"
113699,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",386,"Bukomero","","","Sub-county","Sub-county"
113700,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",387,"Butemba","","","Sub-county","Sub-county"
113701,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",388,"Dwaniro","","","Sub-county","Sub-county"
113702,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",389,"Gayaza","","","Sub-county","Sub-county"
113703,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",390,"Kapeke","","","Sub-county","Sub-county"
113704,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",391,"Kibiga","","","Sub-county","Sub-county"
113705,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",392,"Kiboga Tc","","","Sub-county","Sub-county"
113706,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",393,"Kyankwanzi","","","Sub-county","Sub-county"
113707,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",394,"Lwamata","","","Sub-county","Sub-county"
113708,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",395,"Mulagi","","","Sub-county","Sub-county"
113709,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",396,"Muwanga","","","Sub-county","Sub-county"
113710,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",397,"Nsambya","","","Sub-county","Sub-county"
113711,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",398,"Ntwetwe","","","Sub-county","Sub-county"
113712,236,"UGA","Uganda",25,"Kiboga",67,"Kiboga",399,"Wattuba","","","Sub-county","Sub-county"
113713,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",400,"Bukimbiri","","","Sub-county","Sub-county"
113714,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",401,"Busanza","","","Sub-county","Sub-county"
113715,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",402,"Chahi","","","Sub-county","Sub-county"
113716,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",403,"Kanaba","","","Sub-county","Sub-county"
113717,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",404,"Kirundo","","","Sub-county","Sub-county"
113718,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",405,"Kisoro Tc","","","Sub-county","Sub-county"
113719,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",406,"Muramba","","","Sub-county","Sub-county"
113720,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",407,"Murora","","","Sub-county","Sub-county"
113721,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",408,"Nyabwishenya","","","Sub-county","Sub-county"
113722,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",409,"Nyakabande","","","Sub-county","Sub-county"
113723,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",410,"Nyakinama","","","Sub-county","Sub-county"
113724,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",411,"Nyarubuye","","","Sub-county","Sub-county"
113725,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",412,"Nyarusiza","","","Sub-county","Sub-county"
113726,236,"UGA","Uganda",26,"Kisoro",68,"Kisoro",413,"Nyundo","","","Sub-county","Sub-county"
113727,236,"UGA","Uganda",27,"Kitgum",69,"Chua",414,"Kitgum Tc","","","Sub-county","Sub-county"
113728,236,"UGA","Uganda",27,"Kitgum",69,"Chua",415,"Kitigum Matidi","","","Sub-county","Sub-county"
113729,236,"UGA","Uganda",27,"Kitgum",69,"Chua",416,"Labongo Akwang","","","Sub-county","Sub-county"
113730,236,"UGA","Uganda",27,"Kitgum",69,"Chua",417,"Labongo Amida","","","Sub-county","Sub-county"
113731,236,"UGA","Uganda",27,"Kitgum",69,"Chua",418,"Labongo Layamo","","","Sub-county","Sub-county"
113732,236,"UGA","Uganda",27,"Kitgum",69,"Chua",419,"Lagoro","","","Sub-county","Sub-county"
113733,236,"UGA","Uganda",27,"Kitgum",69,"Chua",420,"Mucwini","","","Sub-county","Sub-county"
113734,236,"UGA","Uganda",27,"Kitgum",69,"Chua",421,"Namokora","","","Sub-county","Sub-county"
113735,236,"UGA","Uganda",27,"Kitgum",69,"Chua",422,"Omiya Anyima","","","Sub-county","Sub-county"
113736,236,"UGA","Uganda",27,"Kitgum",69,"Chua",423,"Orom","","","Sub-county","Sub-county"
113737,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",424,"Agoro","","","Sub-county","Sub-county"
113738,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",425,"Lokung","","","Sub-county","Sub-county"
113739,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",426,"Madi-Opei","","Madi Opei","Sub-county","Sub-county"
113740,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",427,"Padibe East","","","Sub-county","Sub-county"
113741,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",428,"Padibe West","","","Sub-county","Sub-county"
113742,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",429,"Palabek Gem","","","Sub-county","Sub-county"
113743,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",430,"Palabek Kal","","","Sub-county","Sub-county"
113744,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",431,"Paloga","","","Sub-county","Sub-county"
113745,236,"UGA","Uganda",27,"Kitgum",70,"Lamwo",432,"Parabek Ogili","","","Sub-county","Sub-county"
113746,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",433,"Kaabong T.C.","","","Sub-county","Sub-county"
113747,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",434,"Kaabong","","","Sub-county","Sub-county"
113748,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",435,"Kalapata","","","Sub-county","Sub-county"
113749,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",436,"Kapedo","","","Sub-county","Sub-county"
113750,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",437,"Karenga","","","Sub-county","Sub-county"
113751,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",438,"Kathile","","","Sub-county","Sub-county"
113752,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",439,"Lolelia","","","Sub-county","Sub-county"
113753,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",440,"Loyoro","","","Sub-county","Sub-county"
113754,236,"UGA","Uganda",28,"Kotido",71,"Dodoth",441,"Sidok","","","Sub-county","Sub-county"
113755,236,"UGA","Uganda",28,"Kotido",72,"Jie",442,"Kacheri","","","Sub-county","Sub-county"
113756,236,"UGA","Uganda",28,"Kotido",72,"Jie",443,"Kotido T.C.","","","Sub-county","Sub-county"
113757,236,"UGA","Uganda",28,"Kotido",72,"Jie",444,"Kotido","","","Sub-county","Sub-county"
113758,236,"UGA","Uganda",28,"Kotido",72,"Jie",445,"Nakaperimoru","","Nakapelimoru","Sub-county","Sub-county"
113759,236,"UGA","Uganda",28,"Kotido",72,"Jie",446,"Panyangara","","","Sub-county","Sub-county"
113760,236,"UGA","Uganda",28,"Kotido",72,"Jie",447,"Rengen","","","Sub-county","Sub-county"
113761,236,"UGA","Uganda",28,"Kotido",73,"Labwor",448,"Abim","","","Sub-county","Sub-county"
113762,236,"UGA","Uganda",28,"Kotido",73,"Labwor",449,"Alerek","","","Sub-county","Sub-county"
113763,236,"UGA","Uganda",28,"Kotido",73,"Labwor",450,"Lotukei","","","Sub-county","Sub-county"
113764,236,"UGA","Uganda",28,"Kotido",73,"Labwor",451,"Morulem","","","Sub-county","Sub-county"
113765,236,"UGA","Uganda",28,"Kotido",73,"Labwor",452,"Nyakwae","","","Sub-county","Sub-county"
113766,236,"UGA","Uganda",29,"Kumi",74,"Bukedea",453,"Bukedea","","","Sub-county","Sub-county"
113767,236,"UGA","Uganda",29,"Kumi",74,"Bukedea",454,"Kachumbala","","","Sub-county","Sub-county"
113768,236,"UGA","Uganda",29,"Kumi",74,"Bukedea",455,"Kidongole","","","Sub-county","Sub-county"
113769,236,"UGA","Uganda",29,"Kumi",74,"Bukedea",456,"Kolir","","","Sub-county","Sub-county"
113770,236,"UGA","Uganda",29,"Kumi",74,"Bukedea",457,"Malera","","","Sub-county","Sub-county"
113771,236,"UGA","Uganda",29,"Kumi",75,"Kumi",458,"Atutur","","","Sub-county","Sub-county"
113772,236,"UGA","Uganda",29,"Kumi",75,"Kumi",459,"Kanyum","","","Sub-county","Sub-county"
113773,236,"UGA","Uganda",29,"Kumi",75,"Kumi",460,"Kumi Tc","","","Sub-county","Sub-county"
113774,236,"UGA","Uganda",29,"Kumi",75,"Kumi",461,"Kumi","","","Sub-county","Sub-county"
113775,236,"UGA","Uganda",29,"Kumi",75,"Kumi",462,"Mukongoro","","","Sub-county","Sub-county"
113776,236,"UGA","Uganda",29,"Kumi",75,"Kumi",463,"Nyero","","","Sub-county","Sub-county"
113777,236,"UGA","Uganda",29,"Kumi",75,"Kumi",464,"Ongino","","","Sub-county","Sub-county"
113778,236,"UGA","Uganda",29,"Kumi",76,"Ngora",465,"Kapir","","","Sub-county","Sub-county"
113779,236,"UGA","Uganda",29,"Kumi",76,"Ngora",466,"Kobwin","","","Sub-county","Sub-county"
113780,236,"UGA","Uganda",29,"Kumi",76,"Ngora",467,"Mukura","","","Sub-county","Sub-county"
113781,236,"UGA","Uganda",29,"Kumi",76,"Ngora",468,"Ngora","","","Sub-county","Sub-county"
113782,236,"UGA","Uganda",30,"Kyenjojo",77,"Kyaka",469,"Hapuyo","","","Sub-county","Sub-county"
113783,236,"UGA","Uganda",30,"Kyenjojo",77,"Kyaka",470,"Kakabara","","","Sub-county","Sub-county"
113784,236,"UGA","Uganda",30,"Kyenjojo",77,"Kyaka",471,"Kasule","","","Sub-county","Sub-county"
113785,236,"UGA","Uganda",30,"Kyenjojo",77,"Kyaka",472,"Kyegegwa","","","Sub-county","Sub-county"
113786,236,"UGA","Uganda",30,"Kyenjojo",77,"Kyaka",473,"Mpara","","","Sub-county","Sub-county"
113787,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",474,"Bufunjo","","","Sub-county","Sub-county"
113788,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",475,"Bugaki","","Bugaaki","Sub-county","Sub-county"
113789,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",476,"Butiiti","","","Sub-county","Sub-county"
113790,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",477,"Katooke","","","Sub-county","Sub-county"
113791,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",478,"Kihuura","","","Sub-county","Sub-county"
113792,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",479,"Kyarusozi","","","Sub-county","Sub-county"
113793,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",480,"Kyenjojo  Tc","","","Sub-county","Sub-county"
113794,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",481,"Nyankwanzi","","","Sub-county","Sub-county"
113795,236,"UGA","Uganda",30,"Kyenjojo",78,"Mwenge",482,"Nyantungo","","","Sub-county","Sub-county"
113796,236,"UGA","Uganda",31,"Lake Albert",79,"Lake Albert",483,"Lake Albert","","","Water body","Water body"
